PLAY "Play"
BODY_MATERIALS_ROCK_DEATHDESCRIPTION "destroyed"
BODY_MATERIALS_ROCK_NAME "rock"
BODY_MATERIALS_SPIRIT_DEATHDESCRIPTION "killed"
BODY_MATERIALS_SPIRIT_NAME "ectoplasm"
BODY_MATERIALS_UNDEAD_FLESH_DEATHDESCRIPTION "killed"
BODY_MATERIALS_UNDEAD_FLESH_NAME "rotting flesh"
BODY_MATERIALS_WATER_DEATHDESCRIPTION "destroyed"
BODY_MATERIALS_WATER_NAME "water"
BODY_MATERIALS_WOOD_DEATHDESCRIPTION "destroyed"
BODY_MATERIALS_WOOD_NAME "wood"
BUFFS_BLEEDING_ADJECTIVE "bleeding"
BUFFS_BLEEDING_DESCRIPTION "Causes loss of health points over time."
BUFFS_BLEEDING_NAME "bleeding"
BUFFS_BLEEDING_REMOVEDMESSAGE "bleeding stops"
BUFFS_BLEEDING_SECONDPERSON "are bleeding"
BUFFS_BLEEDING_THIRDPERSON "is bleeding"
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE1 "{1} deals fire damage."
BUFFS_FIRE_DAMAGE_ADDEDMESSAGE "You deal fire damage."
BUFFS_FIRE_DAMAGE_ADJECTIVE "deals fire damage"
BUFFS_FIRE_DAMAGE_DESCRIPTION "All dealt melee damage is transformed into fire damage."
BUFFS_FIRE_DAMAGE_NAME "fire damage"
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE1 "{1} no longer deals fire damage."
BUFFS_FIRE_DAMAGE_REMOVEDMESSAGE "You no longer deal fire famage."
BUFFS_HIGH_MORALE_ADDEDMESSAGE "spirits are lifted"
BUFFS_HIGH_MORALE_ADJECTIVE "happy"
BUFFS_HIGH_MORALE_DESCRIPTION "Makes creatures more efficient in training and work"
BUFFS_HIGH_MORALE_NAME "high morale"
BUFFS_HIGH_MORALE_REMOVEDMESSAGE "mood goes back to normal"
BUFFS_INFERNITE_EFFECT_ADDEDMESSAGE1 "{1} is being burnt by the infernite."
BUFFS_INFERNITE_EFFECT_ADDEDMESSAGE "You are being burnt by the infernite."
BUFFS_INFERNITE_EFFECT_ADJECTIVE "being burnt by infernite"
BUFFS_INFERNITE_EFFECT_DESCRIPTION "Creature is being burnt by carrying an infernite item."
BUFFS_INFERNITE_EFFECT_NAME "burning infernite"
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE1 "is no longer being"
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE2 "burnt by the infernite"
BUFFS_INFERNITE_EFFECT_REMOVEDMESSAGE "are no longer being"
BUFFS_INFERNITE_EFFECT_SECONDPERSON "are burnt by the infernite"
BUFFS_INFERNITE_EFFECT_THIRDPERSON "is burnt by the infernite"
BUFFS_INVULNERABLE_ADDEDMESSAGE "invulnerable"
BUFFS_INVULNERABLE_ADJECTIVE "invulnerable"
BUFFS_INVULNERABLE_DESCRIPTION "Creature is immune to all types of damage."
BUFFS_INVULNERABLE_NAME "invulnerability"
BUFFS_INVULNERABLE_REMOVEDMESSAGE "no longer invulnerable"
BUFFS_KINGS_CHARGE_ADDEDMESSAGE1 "{1} seems ready to die for their king."
BUFFS_KINGS_CHARGE_ADDEDMESSAGE "You feel ready to die for your king."
BUFFS_KINGS_CHARGE_ADJECTIVE "king's charge"
BUFFS_KINGS_CHARGE_DESCRIPTION "Gives a +15 damage bonus"
BUFFS_KINGS_CHARGE_NAME "king's charge"
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE1 "{1} no longer seems ready to die for their king."
BUFFS_KINGS_CHARGE_REMOVEDMESSAGE "You no longer feel ready to die for your king."
BUFFS_LEADERSHIP_ADDEDMESSAGE1 "{1} feels in command of the team."
BUFFS_LEADERSHIP_ADDEDMESSAGE "You feel in command of your team."
BUFFS_LEADERSHIP_ADJECTIVE "leader"
BUFFS_LEADERSHIP_DESCRIPTION "Creature's combat experience will be granted to the entire team."
BUFFS_LEADERSHIP_NAME "leadership"
BUFFS_LEADERSHIP_REMOVEDMESSAGE1 "{1} feels like they are no longer in command."
BUFFS_LEADERSHIP_REMOVEDMESSAGE "You feel like you are no longer in command."
BUFFS_MORTAL_SINNED_ADJECTIVE "mortal sinner"
BUFFS_MORTAL_SINNED_DESCRIPTION "The creature has mortally sinned and is seeking forgiveness."
BUFFS_MORTAL_SINNED_NAME "mortal sin"
BUFFS_PREACHING_ADJECTIVE "Holding Mass"
BUFFS_PREACHING_NAME "Hold Mass"
BUFFS_REGENERATION_ADDEDMESSAGE "regenerating"
BUFFS_REGENERATION_ADJECTIVE "regenerating"
BUFFS_REGENERATION_DESCRIPTION "Recovers a little bit of health every turn."
BUFFS_REGENERATION_NAME "regeneration"
BUFFS_REGENERATION_REMOVEDMESSAGE "no longer regenerating"
BUFFS_SINNED_ADJECTIVE "venial sinner"
BUFFS_SINNED_DESCRIPTION "The creature has sinned and is seeking forgiveness."
BUFFS_SINNED_NAME "venial sin"
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE1 "{1} deals magical damage."
BUFFS_SPELL_DAMAGE_ADDEDMESSAGE "You deal magical damage."
BUFFS_SPELL_DAMAGE_ADJECTIVE "deals magical damage"
BUFFS_SPELL_DAMAGE_DESCRIPTION "All dealt melee damage is transformed into magical damage."
BUFFS_SPELL_DAMAGE_NAME "spell damage"
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE1 "{1} no longer deals magical damage."
BUFFS_SPELL_DAMAGE_REMOVEDMESSAGE "You no longer deal magical damage."
BUFFS_SUPER_BONUS_ADJECTIVE "amazing"
BUFFS_SUPER_BONUS_DESCRIPTION "Super"
BUFFS_SUPER_BONUS_NAME "super bonus"
BUFFS_WELL_FED_ADJECTIVE "well fed"
BUFFS_WELL_FED_DESCRIPTION "The creature is well fed and receives a +1 spell damage and defense bonuses."
BUFFS_WELL_FED_NAME "feeding"
BUFFS_WILL_BANISH_ADJECTIVE "armed help"
BUFFS_WILL_BANISH_DESCRIPTION "The creature was sent for a limited time as an answer to prayers."
BUFFS_WILL_BANISH_NAME "summon"
BUILD_MENU_GROUPNAME10 "Automaton engines"
BUILD_MENU_GROUPNAME11 "Prison"
BUILD_MENU_GROUPNAME12 "Orders"
BUILD_MENU_GROUPNAME13 "Installations"
BUILD_MENU_GROUPNAME14 "Traps"
BUILD_MENU_GROUPNAME1 "Doors"
BUILD_MENU_GROUPNAME2 "Floors"
BUILD_MENU_GROUPNAME3 "Storage"
BUILD_MENU_GROUPNAME4 "Zones"
BUILD_MENU_GROUPNAME5 "Mass"
BUILD_MENU_GROUPNAME6 "Living"
BUILD_MENU_GROUPNAME7 "Farming"
BUILD_MENU_GROUPNAME8 "Training room"
BUILD_MENU_GROUPNAME9 "Crafting"
BUILD_MENU_GROUPNAME "Structure"
BUILD_MENU_HELP10 "All your gold is stored here."
BUILD_MENU_HELP11 "All your armor can be stored here."
BUILD_MENU_HELP12 "All your weapons can be stored here."
BUILD_MENU_HELP13 "All your ranged weapons can be stored here."
BUILD_MENU_HELP14 "All your scrolls can be stored here."
BUILD_MENU_HELP15 "All your potions can be stored here."
BUILD_MENU_HELP16 "All your jewellery can be stored here."
BUILD_MENU_HELP17 "All your books can be stored here."
BUILD_MENU_HELP18 "All corpses are stored here."
BUILD_MENU_HELP19 "All your automaton parts can be stored here."
BUILD_MENU_HELP1 "Outdoor building. Tiles covered by the roof are considered territory and can be built on."
BUILD_MENU_HELP20 "Designate separate quarters for chosen minions."
BUILD_MENU_HELP21 "Designate leisure zone where minions will hang out when they have nothing to do."
BUILD_MENU_HELP22 "Designate an area that minions will actively guard."
BUILD_MENU_HELP23 "A basic rostrum for holding Mass."
BUILD_MENU_HELP24 "An improved rostrum for holding Mass. Intention effects will be somewhat amplified."
BUILD_MENU_HELP25 "A luxurious rostrum for holding Mass. Intention effects will be greatly amplified."
BUILD_MENU_HELP26 "Used by Mass participants to sit in."
BUILD_MENU_HELP27 "An improved pew for Mass participants. Intention effects will be somewhat amplified."
BUILD_MENU_HELP28 "A luxurious pew for Mass participants. Intention effects will be greatly amplified."
BUILD_MENU_HELP29 "Used by priests when praying."
BUILD_MENU_HELP2 "Acts as roof support, but doesn't block movement."
BUILD_MENU_HELP30 "Increases minion's experience up to +5 for confessing venial sins."
BUILD_MENU_HELP31 "Increases minion's experience by 3 up to +20 for confessing a mortal sin."
BUILD_MENU_HELP32 "Humanoid minions sleep here."
BUILD_MENU_HELP33 "A place to eat for humanoids"
BUILD_MENU_HELP34 "A place to eat for non-humanoids"
BUILD_MENU_HELP35 "An area for keeping horses and other mounts"
BUILD_MENU_HELP36 "Undead creatures sleep here."
BUILD_MENU_HELP37 "Require to keep farm animals from escaping."
BUILD_MENU_HELP38 "Train your minions' melee skills here."
BUILD_MENU_HELP39 "Train your minions' archery skills here."
BUILD_MENU_HELP3 "Build to pass over water. Will burn on lava."
BUILD_MENU_HELP40 "Produces leather and wooden equipment."
BUILD_MENU_HELP41 "Produces improved leather and wooden equipment. Must be placed near an enchanted pool."
BUILD_MENU_HELP42 "Boosts workshop crafting speed by 20% in adjacent tiles."
BUILD_MENU_HELP43 "Produces weapons and armor made of iron and other metals."
BUILD_MENU_HELP44 "Produces improved weapons and armor. Must be placed next to lava."
BUILD_MENU_HELP45 "Boosts forge crafting speed by 20% in adjacent tiles."
BUILD_MENU_HELP46 "Produces magical potions."
BUILD_MENU_HELP47 "Produces magical potions used to mutate your minions. Must be placed near an enchanted pool."
BUILD_MENU_HELP48 "Boosts laboratory crafting speed by 20% in adjacent tiles."
BUILD_MENU_HELP49 "Produces magical body balsams."
BUILD_MENU_HELP4 "Build to pass over water or lava."
BUILD_MENU_HELP50 "Produces magical rings and amulets."
BUILD_MENU_HELP51 "Boosts jewellery crafting speed by 20% in adjacent tiles."
BUILD_MENU_HELP52 "Produces glyphs used to improve weapons and armor. Must be placed next to lava."
BUILD_MENU_HELP53 "Allows writing poems."
BUILD_MENU_HELP54 "Allows writing liturgical books to be used during Mass."
BUILD_MENU_HELP55 "Boosts scriptorium crafting speed by 20% in adjacent tiles."
BUILD_MENU_HELP56 "Allows making moonshine."
BUILD_MENU_HELP57 "Produces animated bodies."
BUILD_MENU_HELP58 "Boosts morgue crafting speed by 20% in adjacent tiles."
BUILD_MENU_HELP59 "Smelt and recycle unneeded items."
BUILD_MENU_HELP5 "Reinforced walls are better at stopping enemies from digging into your dungeon."
BUILD_MENU_HELP60 "Required to capture enemies."
BUILD_MENU_HELP61 "Used to secure prison."
BUILD_MENU_HELP62 "Can be used to torture prisoners. Free population slot required for torturing."
BUILD_MENU_HELP63 "For hanging prisoners."
BUILD_MENU_HELP64 "Beasts sleep here."
BUILD_MENU_HELP65 "Claim a dungeon tile as your own. Building anything on it has the same effect."
BUILD_MENU_HELP66 "Discard a tile in your dungeon, as well a any constructions it contains."
BUILD_MENU_HELP67 "Order imps to fetch items from locations outside the dungeon. This is a one-time order."
BUILD_MENU_HELP68 "Order imps to fetch items from locations outside the dungeon. This is a persistent order."
BUILD_MENU_HELP69 "Click on an existing task to give it a high priority."
BUILD_MENU_HELP6 "Outdoor building with arrowslits."
BUILD_MENU_HELP70 "Remove torches, candelabra, paintings, etc."
BUILD_MENU_HELP71 "Mark tiles to keep minions from entering."
BUILD_MENU_HELP72 "Free your soul from your body."
BUILD_MENU_HELP73 "Summon demons and other wicked spirits."
BUILD_MENU_HELP74 "Summon angels and other kind spirits."
BUILD_MENU_HELP75 "Blocks enemy movement, but projectiles and spells can pass over it."
BUILD_MENU_HELP76 "Place it on tiles next to a wall."
BUILD_MENU_HELP77 "A board where you can leave a message for other players."
BUILD_MENU_HELP78 "A place to whip your minions if they need a morale boost."
BUILD_MENU_HELP79 "Impaled head of an executed prisoner. Aggravates enemies."
BUILD_MENU_HELP7 "Stops enemies. Your minions can pass freely unless you lock it."
BUILD_MENU_HELP80 "Makes the area around it visible."
BUILD_MENU_HELP81 "Opens a connection if another portal is present."
BUILD_MENU_HELP82 "Heals minions close by."
BUILD_MENU_HELP83 "Causes the trespasser to panic."
BUILD_MENU_HELP84 "Releases a cloud of poisonous gas."
BUILD_MENU_HELP85 "Summons all minions"
BUILD_MENU_HELP86 "Immobilises the trespasser for some time."
BUILD_MENU_HELP87 "Teleports nearby minions to deal with the trespasser."
BUILD_MENU_HELP88 "Causes a tower of flame to errupt under the trespasser."
BUILD_MENU_HELP89 "Causes a huge boulder to roll towards the enemy."
BUILD_MENU_HELP8 "Only wood, iron, granite, and adamantium can be stored here."
BUILD_MENU_HELP90 "Causes an air blast to throw the enemy across a few tiles."
BUILD_MENU_HELP91 "Comes to life when an enemy comes near."
BUILD_MENU_HELP92 "Triggers all other traps around it."
BUILD_MENU_HELP93 "All walls up to two tiles away are destroyed."
BUILD_MENU_HELP9 "All equipment for your minions can be stored here."
BUILD_MENU_HELP "Dig a pit in the ground. Building next to water or lava will cause it to fill up."
BUILD_MENU_PRIORITIZE "Prioritize task"
BUILD_MENU_REMOVE_CONSTRUCTION "Remove construction"
BUILD_MENU_REMOVE_WALL_INSTALLATION "Remove wall installation"
BUILD_MENU_PLACE_MINION "Place minion"
BUILD_MENU_IMMEDIATE_DIG "Immediate dig"
BUILD_MENU_PLACE_ITEM "Place item"
BUILD_MENU_REMOVE_FLOOR "Remove floor"
BUILD_MENU_FILL_PIT "Fill a pit"
BUILD_MENU_CLAIM_TILE "Claim tile"
BUILD_MENU_UNCLAIM_TILE "Unclaim tile"
BUILD_MENU_DIG "Dig"
BUILD_MENU_CUT_TREE "Cut tree"
BUILD_MENU_DIG_OR_CUT_TREE "Dig or cut tree"
BUILD_MENU_FILL_UP_WATER "Fill up water or lava"
BUILD_MENU_BUILDING_INTERIOR "Building interior"
BUILD_MENU_REINFORCE "Reinforce dungeon wall"
BUILD_MENU_QUARTERS "Private quarters"
CREATURE_ATTRIBUTES_ABOMINATION_NAME "zombie king"
CREATURE_ATTRIBUTES_ABOMINATION_PLAYER_NAME "skeleton king"
CREATURE_ATTRIBUTES_ADA_GOLEM_NAME "adamantine golem"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_DEATHDESCRIPTION "destroyed"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_ID "foot"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME1 "Adoxie's Right Foot"
    "Adoxie's Right Feet" : plural
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME2 "Adoxie's Left Hand"
CREATURE_ATTRIBUTES_ADOXIE_FOOT_LEFT_NAME "Adoxie's Left Foot"
    "Adoxie's Left Feet" : plural
CREATURE_ATTRIBUTES_ADOXIE_HEAD_CHATREACTIONFRIENDLY "\"Gaze upon my magnificence and tremble, mortal!\""
CREATURE_ATTRIBUTES_ADOXIE_HEAD_CHATREACTIONHOSTILE "\"How dare you defy a GOD!\""
CREATURE_ATTRIBUTES_ADOXIE_HEAD_DEATHDESCRIPTION "vanquished. May he never rise again"
CREATURE_ATTRIBUTES_ADOXIE_HEAD_ID "spell"
CREATURE_ATTRIBUTES_ADOXIE_HEAD_NAME "Evil God Adoxie"
CREATURE_ATTRIBUTES_ADOXIE_LEFT_HAND_NAME "Adoxie's Right Hand"
CREATURE_ATTRIBUTES_ADOXIE_PRIEST_NAME "high priest of Adoxie"
CREATURE_ATTRIBUTES_AIR_ELEMENTAL_NAME "air elemental"
CREATURE_ATTRIBUTES_ANGEL_CHATREACTIONFRIENDLY "curses all dungeons"
CREATURE_ATTRIBUTES_ANGEL_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ANGEL_NAME "angel"
CREATURE_ATTRIBUTES_ANT_QUEEN_NAME "ant queen"
CREATURE_ATTRIBUTES_ANT_SOLDIER_NAME "giant ant soldier"
CREATURE_ATTRIBUTES_ANT_WORKER_NAME "giant ant"
CREATURE_ATTRIBUTES_ARCHER_CHATREACTIONFRIENDLY "curses all dungeons"
CREATURE_ATTRIBUTES_ARCHER_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ARCHER_NAME "archer"
CREATURE_ATTRIBUTES_ARCHER_PLAYER_CHATREACTIONFRIENDLY "curses all dungeons"
CREATURE_ATTRIBUTES_ARCHER_PLAYER_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ARCHER_PLAYER_NAME "archer"
CREATURE_ATTRIBUTES_ARMED_BROTHER_CHATREACTIONFRIENDLY "curses all dungeons"
CREATURE_ATTRIBUTES_ARMED_BROTHER_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ARMED_BROTHER_NAME1 "warrior nun"
CREATURE_ATTRIBUTES_ARMED_BROTHER_NAME "armed brother"
CREATURE_ATTRIBUTES_ARTISAN_CHATREACTIONFRIENDLY "talks about crafting"
CREATURE_ATTRIBUTES_ARTISAN_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ARTISAN_NAME "artisan"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADA_NAME1 "light adamantine automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADA_NAME "heavy adamantine automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADOXIUM_NAME1 "light adoxium automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_ADOXIUM_NAME "heavy adoxium automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_INFERNITE_NAME1 "light infernite automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_INFERNITE_NAME "heavy infernite automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_IRON_NAME1 "light iron automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_IRON_NAME "heavy iron automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME1 "light wooden automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME2 "iron automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME3 "adamantine automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME4 "infernite automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME5 "adoxium automaton"
CREATURE_ATTRIBUTES_AUTOMATON_CORPUS_WOOD_NAME "wooden automaton"
CREATURE_ATTRIBUTES_AUTOMATON_NAME "automaton"
CREATURE_ATTRIBUTES_BALROG_ID "spell"
CREATURE_ATTRIBUTES_BALROG_NAME "fire demon"
CREATURE_ATTRIBUTES_BANDIT_CHATREACTIONFRIENDLY "curses all law enforcement"
CREATURE_ATTRIBUTES_BANDIT_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_BANDIT_NAME "bandit"
CREATURE_ATTRIBUTES_BAT_NAME "bat"
CREATURE_ATTRIBUTES_BLACK_DRAGON_NAME "black dragon"
CREATURE_ATTRIBUTES_BLACK_DRAGON_STACKNAME "dragon"
CREATURE_ATTRIBUTES_BLACK_NAGA_NAME "black naga"
CREATURE_ATTRIBUTES_BOAR_NAME "boar"
CREATURE_ATTRIBUTES_BONE_DRAGON_NAME "bone dragon"
CREATURE_ATTRIBUTES_BONE_DRAGON_STACKNAME "dragon"
CLAWS_ATTACK "claws"
CREATURE_ATTRIBUTES_CAVE_BEAR_NAME1 "polar bear"
CREATURE_ATTRIBUTES_CAVE_BEAR_NAME "brown bear"
CREATURE_ATTRIBUTES_CHERUB_NAME "cherub"
CREATURE_ATTRIBUTES_CHICKEN_NAME "chicken"
CREATURE_ATTRIBUTES_CHILD_CHATREACTIONFRIENDLY "\"plaaaaay!\""
CREATURE_ATTRIBUTES_CHILD_CHATREACTIONHOSTILE "\"Heeelp!\""
CREATURE_ATTRIBUTES_CHILD_NAME "child"
    "children" : plural
CREATURE_ATTRIBUTES_CLAY_GOLEM_NAME "clay golem"
CREATURE_ATTRIBUTES_CLERIC_NAME "friar"
CREATURE_ATTRIBUTES_COW_CHATREACTIONFRIENDLY "\"my name is Cow\""
CREATURE_ATTRIBUTES_COW_NAME "cow"
CREATURE_ATTRIBUTES_COW_PETREACTION "\"Mooooooooooooooooooooooooooo!\""
CREATURE_ATTRIBUTES_CYCLOPS_NAME "cyclops"
    "cyclopes" : plural
CREATURE_ATTRIBUTES_DARK_ELF_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_DARK_ELF_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DARK_ELF_CHILD_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_DARK_ELF_CHILD_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DARK_ELF_CHILD_NAME "dark elf child"
    "dark elf children" : plural
CREATURE_ATTRIBUTES_DARK_ELF_LORD_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_DARK_ELF_LORD_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DARK_ELF_LORD_NAME "dark elf lord"
CREATURE_ATTRIBUTES_DARK_ELF_NAME "dark elf"
    "dark elves" : plural
CREATURE_ATTRIBUTES_DARK_ELF_WARRIOR_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_DARK_ELF_WARRIOR_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DARK_ELF_WARRIOR_NAME "dark elf"
    "dark elves" : plural
CREATURE_ATTRIBUTES_DEATH_CHATREACTIONFRIENDLY "\"IN ORDER TO HAVE A CHANGE OF FORTUNE AT THE LAST MINUTE YOU HAVE TO TAKE YOUR FORTUNE TO THE LAST MINUTE.\""
CREATURE_ATTRIBUTES_DEATH_CHATREACTIONHOSTILE "\"IN ORDER TO HAVE A CHANGE OF FORTUNE AT THE LAST MINUTE YOU HAVE TO TAKE YOUR FORTUNE TO THE LAST MINUTE.\""
CREATURE_ATTRIBUTES_DEATH_ID "scythe"
CREATURE_ATTRIBUTES_DEATH_NAME "Death"
CREATURE_ATTRIBUTES_DEER_NAME "deer"
    "deer" : plural
CREATURE_ATTRIBUTES_DEMON_DWELLER_CHATREACTIONFRIENDLY "\"Kneel before us!\""
CREATURE_ATTRIBUTES_DEMON_DWELLER_CHATREACTIONHOSTILE "\"Face your death!\""
CREATURE_ATTRIBUTES_DEMON_DWELLER_GROUPNAME "pack"
CREATURE_ATTRIBUTES_DEMON_DWELLER_NAME "demon dweller"
CREATURE_ATTRIBUTES_DEMON_LORD_CHATREACTIONFRIENDLY "\"Kneel before us!\""
CREATURE_ATTRIBUTES_DEMON_LORD_CHATREACTIONHOSTILE "\"Face your death!\""
CREATURE_ATTRIBUTES_DEMON_LORD_GROUPNAME "pack"
CREATURE_ATTRIBUTES_DEMON_LORD_NAME "Demon Lord"
CREATURE_ATTRIBUTES_DEVIL_ID "spell"
CREATURE_ATTRIBUTES_DEVIL_NAME1 "Diabolo"
CREATURE_ATTRIBUTES_DEVIL_NAME "devil"
CREATURE_ATTRIBUTES_DEVIL_TYPE "amok"
CREATURE_ATTRIBUTES_DJINN_ID "spell"
CREATURE_ATTRIBUTES_DJINN_NAME "djinn"
CREATURE_ATTRIBUTES_DOG_GROUPNAME "pack"
CREATURE_ATTRIBUTES_DOG_NAME "dog"
CREATURE_ATTRIBUTES_DOG_PETREACTION "\"WOOF!\""
CREATURE_ATTRIBUTES_DONKEY_NAME "donkey"
CREATURE_ATTRIBUTES_DOPPLEGANGER_NAME "doppelganger"
CREATURE_ATTRIBUTES_DRIAD_CHATREACTIONFRIENDLY "curses all humans"
CREATURE_ATTRIBUTES_DRIAD_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DRIAD_NAME "dryad"
CREATURE_ATTRIBUTES_DUKE_CHATREACTIONFRIENDLY "curses all dungeons"
CREATURE_ATTRIBUTES_DUKE_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DUKE_NAME "Duke"
CREATURE_ATTRIBUTES_DWARF_CHATREACTIONFRIENDLY "curses all orcs"
CREATURE_ATTRIBUTES_DWARF_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DWARF_FEMALE_CHATREACTIONFRIENDLY "curses all orcs"
CREATURE_ATTRIBUTES_DWARF_FEMALE_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_DWARF_FEMALE_NAME "dwarf"
    "dwarves" : plural
CREATURE_ATTRIBUTES_DWARF_NAME1 "dwarf baron"
CREATURE_ATTRIBUTES_DWARF_NAME2 "dwarf blacksmith"
CREATURE_ATTRIBUTES_DWARF_NAME "dwarf"
    "dwarves" : plural
CREATURE_ATTRIBUTES_EARTH_ELEMENTAL_NAME "earth elemental"
CREATURE_ATTRIBUTES_ELEMENTALIST_CHATREACTIONFRIENDLY "curses all dungeons"
CREATURE_ATTRIBUTES_ELEMENTALIST_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ELEMENTALIST_NAME "elementalist"
CREATURE_ATTRIBUTES_ELF_ARCHER_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_ELF_ARCHER_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ELF_ARCHER_NAME "elven archer"
CREATURE_ATTRIBUTES_ELF_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_ELF_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ELF_CHILD_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_ELF_CHILD_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ELF_CHILD_NAME "elf child"
    "elf children" : plural
CREATURE_ATTRIBUTES_ELF_LORD_CHATREACTIONFRIENDLY "curses all dwarves"
CREATURE_ATTRIBUTES_ELF_LORD_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ELF_LORD_NAME "elf lord"
CREATURE_ATTRIBUTES_ELF_NAME "elf"
    "elves" : plural
CREATURE_ATTRIBUTES_ENT_CHATREACTIONFRIENDLY "curses all dungeons"
CREATURE_ATTRIBUTES_ENT_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_ENT_NAME "tree spirit"
CREATURE_ATTRIBUTES_FERAL_CHILD_GROUPNAME "pack"
CREATURE_ATTRIBUTES_FERAL_CHILD_NAME "feral child"
    "feral children" : plural
CREATURE_ATTRIBUTES_FIRE_ELEMENTAL_NAME "fire elemental"
CREATURE_ATTRIBUTES_FLYING_CARPET_NAME "flying carpet"
CREATURE_ATTRIBUTES_FLY_NAME "fly"
    "flies" : plural
CREATURE_ATTRIBUTES_FOX_NAME "fox"
    "foxes" : plural
CREATURE_ATTRIBUTES_FRIAR_NAME "Father O'Blivion"
CREATURE_ATTRIBUTES_GALEAM_NAME "galeam"
    "galea" : plural
CREATURE_ATTRIBUTES_GARGOYLE_NAME "gargoyle"
CREATURE_ATTRIBUTES_GNOME_CHATREACTIONFRIENDLY "talks about digging"
CREATURE_ATTRIBUTES_GNOME_CHATREACTIONHOSTILE "\"Die!\""
CREATURE_ATTRIBUTES_GNOME_CHIEF_CHATREACTIONFRIENDLY "talks about digging"
CREATURE_ATTRIBUTES_GNOME_CHIEF_CHATREACTIONHOSTILE "\"Die!\""
